time,single
2776,411
2819,410
2819,403
2819,399
2819,391
2819,385
2819,379
2819,385
2819,381
2863,380
2863,371
2863,367
2863,361
2863,357
2863,352
2863,349
2863,349
2863,347
2907,346
2907,351
2907,346
2908,343
2908,344
2908,346
2908,341
2908,348
2951,343
2951,342
2951,338
2951,337
2951,330
2951,333
2951,331
2951,332
2951,331
2996,336
2996,339
2996,347
2996,354
2996,363
2996,362
2996,367
2996,363
3041,362
3041,355
3041,350
3041,349
3041,347
3041,354
3041,351
3041,361
3041,362
3091,361
3091,355
3091,368
3091,378
3091,384
3091,388
3091,385
3092,376
4228,368
4228,373
4228,368
4228,369
4228,367
4228,366
4228,357
4228,359
4228,354
4228,350
4228,349
4228,368
4228,374
4228,379
4228,373
4228,372
4228,370
4228,368
4228,370
4228,370
4228,380
4229,385
4229,378
4229,377
4229,371
4229,368
4229,368
4229,366
4229,361
4229,363
4229,359
4229,358
4229,355
4229,356
4229,355
4229,347
4229,352
4229,347
4229,346
4229,342
4229,341
4229,345
4229,339
4230,346
4230,345
4230,345
4230,343
4230,340
4230,336
4230,337
4230,334
4230,333
4230,330
4230,328
4230,327
4230,335
4230,337
4230,337
4230,347
4230,336
4230,336
4230,336
4230,336
4230,337
4230,336
4230,337
4231,336
4231,333
4231,330
4231,334
4231,330
4231,334
4231,333
4231,330
4231,330
4231,326
4231,326
4231,329
4231,331
4231,325
4231,330
4231,329
4231,335
4231,336
4231,335
4231,336
4231,337
4231,341
4231,350
4231,359
4232,355
4232,352
4232,353
4232,351
4232,347
4232,351
4232,351
4232,352
4232,348
4232,347
4232,347
4232,343
4232,340
4232,336
4232,336
4232,332
4232,336
4232,332
4232,330
4232,327
4232,335
4232,336
4233,335
4233,336
4233,333
4233,334
4233,331
4233,327
4233,325
4233,323
4233,320
4233,320
4233,322
4233,321
4233,323
4233,323
4233,323
4233,326
4233,326
4233,324
4233,320
4234,320
4234,317
4234,319
4234,321
4234,321
4234,320
4234,318
4234,320
4234,321
4234,321
4234,320
4234,320
4234,313
4234,321
4234,320
4234,320
4234,320
4234,326
4234,335
4234,335
4234,338
4234,340
4235,343
4235,368
4235,391
4235,389
4235,407
4235,415
4235,409
4235,399
4235,395
4235,396
4235,395
4235,391
4235,398
4235,399
4235,400
4235,406
4235,466
4235,468
4235,465
4235,464
4236,462
4236,468
4236,465
4236,501
4236,511
4236,523
4236,559
4236,566
4236,638
4236,643
4236,670
4236,688
4236,689
4236,722
4236,720
4236,763
4237,763
4237,748
4237,715
4237,706
4237,706
4237,739
4237,735
4237,807
4237,816
4237,831
4237,880
4237,861
4237,887
4237,866
4237,880
4237,853
4237,848
4237,827
4237,806
4237,789
4237,763
4237,763
4237,765
4238,742
4238,763
4238,789
4238,813
4238,848
4238,823
4238,810
4238,822
4271,813
4271,815
4271,801
4271,834
4271,809
4271,771
4271,784
4271,777
4315,757
4315,759
4315,765
4315,849
4315,859
4315,903
4315,903
4316,878
4316,863
4375,832
4375,835
4375,811
4375,802
4375,771
4375,741
4375,736
4375,718
4419,739
4420,720
4420,719
4420,688
4420,681
4420,668
4420,691
4420,685
4420,719
4420,706
4420,702
4420,686
4480,667
4480,656
4480,671
4480,705
4480,720
4480,710
4480,724
4480,738
4524,724
4525,732
4525,751
4525,729
4525,752
4525,752
4525,804
4525,782
4525,827
4525,878
4525,909
4525,936
4575,945
4575,939
4575,919
4575,880
4575,849
4575,813
4575,809
4575,831
4575,838
4618,832
4618,815
4619,797
4619,779
4619,742
4619,713
4619,720
4619,745
4620,745
4662,733
4662,739
4662,723
4662,731
4662,755
4662,736
4662,805
4662,832
4708,851
4708,826
4708,806
4708,783
4708,791
4708,814
4708,806
4708,790
4708,887
4755,959
4756,1045
4756,1062
4756,1043
4756,1040
4756,976
4756,925
4756,899
4799,866
4799,849
4799,807
4799,784
4799,762
4799,778
4799,891
4799,913
4799,914
4845,890
4845,865
4845,905
4845,885
4845,877
4845,839
4845,803
4845,784
4890,833
4890,825
4890,815
4890,780
4890,753
4890,734
4890,709
4890,724
4890,719
6235,702
6235,721
6235,710
6235,687
6235,741
6235,720
6235,724
6235,733
6235,718
6235,694
6235,673
6235,656
6235,693
6235,721
6235,720
6236,713
6236,709
6236,758
6236,753
6236,737
6236,705
6236,678
6236,671
6236,666
6236,656
6236,649
6236,628
6236,628
6236,615
6236,615
6236,599
6236,586
6236,578
6236,576
6237,560
6237,544
6237,557
6237,564
6237,558
6237,564
6237,559
6237,544
6237,528
6237,510
6237,511
6237,538
6237,551
6237,554
6237,544
6237,528
6237,528
6237,537
6237,561
6237,555
6237,576
6237,550
6237,534
6237,511
6237,506
6238,498
6238,482
6238,484
6238,479
6238,495
6238,522
6238,509
6238,496
6238,489
6238,496
6238,485
6238,481
6238,471
6238,464
6238,467
6238,475
6238,464
6238,469
6238,495
6238,496
6238,478
6238,466
6238,464
6239,464
6239,464
6239,462
6239,464
6239,468
6239,469
6239,465
6239,466
6239,475
6239,468
6239,467
6239,465
6239,465
6239,481
6239,470
6239,464
6239,468
6239,483
6239,475
6239,466
6239,467
6239,461
6239,449
6239,447
6239,443
6240,437
6240,441
6240,443
6240,447
6240,445
6240,442
6240,447
6240,443
6240,435
6240,432
6240,427
6240,432
6240,464
6240,465
6240,455
6240,459
6240,458
6240,466
6240,464
6240,457
6241,448
6241,439
6241,433
6241,432
6241,426
6241,417
6241,419
6241,421
6241,416
6241,409
6241,411
6241,432
6241,431
6241,428
6241,425
6241,421
6241,411
6241,402
6241,405
6241,405
6241,401
6241,400
6242,407
6242,404
6242,395
6242,389
6242,383
6242,375
6242,378
6242,377
6242,375
6242,379
6242,373
6242,375
6242,395
6242,400
6242,417
6242,433
6242,437
6242,432
6242,437
6242,432
6242,427
6242,425
6242,435
6242,443
6242,445
6243,461
6243,494
6243,511
6243,560
6243,560
6243,553
6243,551
6243,574
6243,574
6243,557
6243,555
6243,545
6243,541
6243,534
6243,553
6243,558
6243,557
6243,608
6243,618
6243,656
6243,682
6244,675
6244,678
6244,671
6244,688
6244,698
6244,689
6244,691
6244,713
6244,710
6244,738
6244,735
6244,716
6244,678
6244,663
6244,661
6244,653
6244,647
6244,643
6244,651
6244,645
6245,640
6245,621
6245,598
6245,591
6245,580
6245,563
6245,558
6245,543
6245,531
6245,528
6245,545
6245,560
6245,552
6245,563
6245,586
6245,579
6245,576
6245,563
6245,556
6245,535
6245,525
6245,501
6245,491
6245,475
6245,463
6246,445
6246,435
6246,430
6246,420
6246,413
6246,403
6246,402
6246,399
6246,394
6246,390
6246,390
6246,386
6246,386
6246,385
6246,384
6246,381
6246,385
6278,393
6278,407
6278,429
6278,409
6278,402
6278,400
6278,391
6278,387
6278,387
6279,381
6324,383
6324,382
6324,374
6324,370
6324,370
6324,371
6324,368
6324,368
6367,364
6367,368
6367,367
6367,367
6367,366
6367,359
6367,362
6367,359
6367,357
6415,356
6415,354
6415,350
6415,348
6415,346
6415,342
6415,337
6415,336
6462,336
6462,343
6462,343
6462,341
6462,336
6462,336
6462,335
6462,337
6462,334
6462,336
6505,334
6506,336
6506,336
6506,336
6506,332
6506,330
6506,327
6506,326
6548,327
6548,329
6548,328
6548,326
6548,326
6549,323
6549,325
6549,322
6549,328
6592,331
6592,327
6592,323
6593,321
6593,321
6593,320
6593,322
6593,321
6636,322
6637,320
6637,320
6637,317
6637,316
6637,313
6637,314
6637,308
6683,314
6683,316
6683,314
6683,313
6683,313
6683,307
6683,317
6683,309
6683,307
6727,304
6727,309
6727,304
6727,305
6727,313
6727,315
6727,316
6727,316
6727,314
6772,314
6772,311
6772,311
6772,309
6772,314
6772,311
6772,315
6772,313
6829,311
6829,313
6829,310
6829,310
6829,307
6829,309
6829,309
6830,306
6830,307
6875,307
6875,311
6875,310
6875,315
6875,317
6875,315
6876,319
6876,321
6876,318
6876,315
6876,319
6930,319
6930,322
6930,323
6931,319
6931,320
6931,321
6931,322
6931,331
6931,330
6974,334
6975,341
6975,356
6975,342
6975,345
6975,347
6975,343
6975,343
6975,347
6975,346
7021,343
7021,347
7021,347
7021,342
7021,341
7022,342
7022,343
7022,345
7022,349
7066,352
7066,352
7066,351
7066,349
7066,347
7066,351
7066,350
7066,348
7066,348
7109,350
7109,348
7109,347
7109,347
7109,344
7109,345
7110,341
7110,346
7153,341
7153,336
7153,336
7153,336
7153,339
7153,338
7154,336
7154,336
7154,335
7197,334
7197,333
7197,329
7197,323
7197,325
7197,323
7197,321
7197,322
7241,326
7241,321
7241,322
7241,322
7241,330
7241,330
7241,330
7241,331
7284,331
7284,335
7284,338
7284,336
7284,336
7284,339
7284,340
7284,338
7284,346
7331,341
7331,339
7332,343
7332,345
7332,349
7332,353
7332,348
7332,353
7332,348
7379,359
7379,367
7379,368
7379,366
7379,367
7379,365
7379,368
7379,367
7379,367
7423,365
7423,367
7423,362
7423,365
7423,365
7424,368
7424,361
7424,355
7469,359
7469,359
7469,361
7469,359
7469,355
7469,354
7469,355
7469,358
7469,361
7513,350
7513,352
7513,342
7513,352
7513,350
7513,350
7514,353
7514,353
7514,350
7557,347
7557,350
7557,351
7557,353
7557,349
7557,353
7557,350
7557,346
7604,350
7604,339
7604,345
7604,345
7604,341
7604,345
7604,341
7605,338
7605,337
7649,336
7649,341
7649,337
7649,338
7649,337
7649,336
7649,334
7649,331
7649,333
7692,326
7692,327
7692,326
7692,323
7692,322
7692,322
7692,326
7692,330
7738,327
7738,330
7738,331
7738,332
7738,335
7738,333
7738,333
7738,335
7738,336
7782,336
7782,336
7782,338
7782,338
7782,338
7782,336
7783,335
7783,336
7826,336
7826,336
7826,336
7827,330
7827,336
7827,336
7827,335
7827,338
7827,345
7872,345
7872,343
7872,341
7872,346
7872,352
7872,350
7872,352
7872,350
7918,353
7918,356
7918,353
7918,345
7918,341
7918,340
7918,341
7918,336
7918,337
7962,345
7962,342
7962,343
7962,343
7962,339
7962,351
7962,339
7962,336
7963,336
8007,338
8007,337
8007,336
8007,335
8007,335
8007,332
8007,332
8007,331
8008,332
8056,332
8056,330
8056,323
8056,327
8056,320
8057,321
8057,320
8057,318
8057,320
8101,322
8101,327
8101,329
8102,325
8102,336
8102,345
8102,338
8102,337
8102,336
8157,339
8157,338
8157,337
8157,340
8157,351
8157,355
8157,359
8157,358
8203,355
8203,367
8203,377
8203,375
8203,373
8203,391
8203,399
8203,400
8203,415
8203,432
8203,557
8246,589
8246,585
8246,589
8246,592
8246,582
8247,574
8247,619
8247,615
8247,624
8290,618
8290,631
8291,685
8291,719
8291,791
8291,783
8291,803
8291,821
8338,896
8338,880
8338,912
8338,923
8338,880
8338,850
8339,842
8339,848
8339,830
8382,827
8382,810
8382,799
8382,802
8382,811
8382,790
8383,831
8383,823
8383,847
8426,923
8426,912
8426,955
8426,985
8426,1042
8426,1040
8427,1090
8470,1066
8470,1072
8470,1059
8470,1006
8470,964
8470,934
8470,912
8471,887
8515,880
8515,877
8515,838
8515,842
8515,816
8515,795
8515,773
8515,751
8515,741
8571,727
8571,774
8571,784
8571,801
8571,784
8571,749
8571,720
8571,726
8616,717
8616,749
8616,737
8616,752
8616,752
8616,769
8616,755
8616,752
8616,773
8616,783
8617,813
8663,793
8663,781
8663,746
8663,721
8663,707
8663,708
8663,711
8663,716
8663,740
8709,742
8709,749
8709,853
8709,871
8709,945
8709,900
8709,871
8709,844
8709,816
8754,806
8754,793
8754,786
8754,770
8754,753
8754,831
8754,843
8754,869
8800,844
8800,816
8801,801
8801,782
8801,774
8801,755
8801,746
8801,757
8801,723
8847,707
8847,715
8847,699
8847,672
8847,658
8847,650
8847,668
8847,691
8847,803
8896,855
8896,847
8896,834
8896,837
8896,829
8896,800
8896,789
8896,785
8896,782
8941,815
8941,798
8941,794
8941,778
8941,855
8941,862
8941,861
8942,839
8942,825
8987,797
8987,777
8987,826
8987,788
8987,789
8987,767
8987,743
8987,743
8987,839
9030,852
9030,845
9030,806
9030,809
9030,812
9030,793
9030,758
9030,795
9030,806
9080,794
9080,761
9080,756
9080,729
9080,701
9080,681
9081,674
9081,663
9081,646
9125,631
9125,633
9125,624
9125,605
9125,603
9125,595
9125,582
9125,589
9125,591
9175,583
9175,569
9175,556
9175,545
9175,550
9175,545
9175,562
9175,558
9227,538
9227,533
9227,528
9227,511
9227,528
9227,528
9227,528
9227,523
9227,529
9227,511
9271,503
9271,491
9271,482
9271,470
9271,464
9271,454
9271,455
9271,443
9272,435
9272,428
9316,423
9316,417
9316,419
9316,425
9316,431
9316,426
9316,425
9316,422
9363,414
9363,415
9363,412
9363,402
9363,400
9363,394
9363,389
9363,383
9363,376
9363,374
9406,370
9406,379
9406,377
9406,382
9406,400
9406,401
9407,402
9407,403
9449,405
9449,400
9449,394
9449,391
9449,394
9449,386
9449,394
9449,385
9493,387
9494,392
9494,388
9494,385
9494,383
9494,384
9494,384
9494,383
9494,386
9538,385
9538,385
9539,383
9539,375
9539,379
9539,377
9539,388
9539,384
9593,373
9594,374
9594,384
9594,409
9594,426
9594,434
9594,438
9594,442
9594,438
9637,432
9637,432
9637,429
9637,419
9637,417
9637,406
9637,415
9637,409
9637,405
9637,403
9686,399
9686,398
9686,395
9686,397
9686,411
9686,403
9686,400
9686,402
9686,406
9731,403
9731,409
9731,402
9731,401
9731,411
9731,410
9731,401
9731,416
9731,426
9774,418
9775,430
9775,435
9775,449
9775,464
9775,455
9775,448
9775,449
9775,462
9818,455
9818,459
9818,449
9818,442
9818,432
9818,431
9818,428
9818,432
9862,432
9862,432
9862,446
9862,449
9862,454
9862,464
9862,464
9862,455
9905,460
9905,461
9905,457
9905,450
9905,447
9905,435
9905,430
9906,421
9906,432
9949,435
9949,432
9949,430
9949,425
9949,441
9949,450
9949,463
9950,469
10007,448
10007,448
10007,442
10007,453
10007,461
10007,451
10007,439
10007,468
10050,466
10050,487
10050,511
10050,498
10050,495
10050,487
10050,497
10050,493
10050,480
10050,480
10050,473
10106,464
10106,464
10106,455
10106,445
10106,433
10106,432
10106,466
10106,492
10106,499
10149,535
10149,528
10149,511
10149,500
10149,506
10149,496
10150,485
10150,474
10150,462
10150,450
10150,475
10200,479
10200,493
10200,526
10200,523
10200,502
10200,489
10200,486
10200,487
10200,479
10247,467
10247,467
10247,464
10247,461
10247,453
10247,448
10247,438
10247,432
10247,432
10290,426
10290,426
10290,419
10290,415
10290,413
10290,400
10290,403
10290,401
10290,400
10334,391
10334,388
10334,387
10334,386
10334,382
10334,377
10334,373
10334,368
10377,368
10377,368
10377,368
10377,365
10377,366
10377,362
10377,366
10377,365
10420,363
10420,358
10420,365
10421,364
10421,359
10421,365
10421,369
10421,369
10421,367
10464,366
10464,374
10464,362
10464,363
10464,355
10464,350
10464,347
10464,351
10514,347
10514,347
10514,351
10514,344
10514,342
10514,342
10514,338
10514,337
10514,338
10558,336
10558,337
10558,337
10558,334
10558,330
10558,330
10558,330
10558,333
10558,330
10605,333
10606,335
10606,327
10606,333
10606,336
10606,335
10606,337
10606,336
10606,336
10649,337
10649,339
10649,341
10649,336
10649,336
10649,345
10649,342
10649,346
10649,338
10694,341
10694,342
10694,342
10694,336
10694,336
10694,338
10694,346
10694,349
10738,355
10738,354
10738,347
10738,347
10738,346
10738,347
10738,352
10738,349
10781,347
10781,347
10781,351
10781,350
10781,352
10781,349
10781,350
10781,349
10781,353
10827,355
10827,356
10828,354
10828,357
10828,357
10828,359
10828,362
10828,357
10828,361
10870,359
10870,352
10870,354
10870,355
10870,358
10870,355
10870,358
10870,353
10924,350
10924,354
10924,358
10924,357
10924,353
10924,352
10924,356
10924,352
10967,351
10967,361
10968,351
10968,349
10968,349
10968,350
10968,352
10968,347
10968,350
10968,345
10968,340
11011,345
11011,352
11011,366
11011,363
11011,366
11011,354
11011,348
11011,350
11056,344
11056,345
11056,352
11056,346
11056,349
11056,350
11056,352
11056,347
11056,354
11099,356
11099,359
11099,358
11099,359
11099,351
11099,355
11099,355
11099,355
11142,356
11142,354
11142,352
11142,349
11142,352
11142,352
11142,355
11143,354
11189,350
11189,350
11189,348
11189,351
11189,352
11189,349
11189,348
11189,352
11189,350
11243,343
11243,339
11243,336
11243,336
11243,336
11243,333
11243,335
11243,336
11293,336
11293,337
11293,336
11293,336
11293,336
11293,332
11293,336
11293,334
11294,330
11294,330
11294,326
11341,329
11341,333
11341,336
11341,335
11341,336
11341,331
11341,329
11341,329
11341,337
11341,325
11385,325
11385,323
11385,331
11385,330
11385,335
11385,334
11385,334
11385,331
11385,333
11437,332
11437,330
11437,326
11437,331
11437,329
11437,327
11437,322
11437,325
11480,325
11480,330
11480,334
11480,333
11480,330
11480,327
11480,327
11481,329
11481,331
11481,330
11528,331
11528,324
11528,323
11528,323
11528,322
11528,325
11528,325
11528,321
11529,326
11574,330
11574,341
11574,337
11574,343
11574,334
11574,336
11574,335
11574,336
11575,329
11620,342
11620,336
11620,336
11620,336
11620,338
11620,336
11620,335
11620,325
11620,333
11664,336
11664,336
11664,341
11664,337
11664,336
11664,336
11665,334
11665,334
11707,333
11707,336
11707,333
11707,332
11707,333
11707,333
11707,334
11707,334
11707,333
11792,334
11792,330
11792,329
11792,336
11792,336
11792,334
11792,338
11792,338
11792,336
11836,336
11836,336
11836,338
11837,336
11837,336
11837,339
11837,343
11837,350
11837,342
11837,325
11837,345
11837,343
11837,341
11837,345
11837,348
11837,346
11889,349
11889,347
11889,350
11889,351
11889,350
11889,347
11889,349
11889,352
11932,352
11932,355
11932,355
11932,357
11932,353
11932,347
11933,343
11933,346
11933,343
11933,347
11976,350
11976,349
11977,352
11977,351
11977,347
11977,351
11977,353
11977,354
12029,357
12029,359
12029,368
12029,371
12029,368
12029,371
12030,376
12030,378
12030,384
12074,390
12074,395
12074,405
12074,407
12074,417
12074,431
12074,425
12074,437
12074,454
12074,448
12117,462
12117,467
12117,470
12117,491
12118,487
12118,493
12118,496
12118,541
12160,560
12160,583
12160,578
12160,640
12160,736
12160,752
12161,752
12161,724
12161,720
12205,693
12205,663
12205,656
12205,658
12205,653
12205,654
12205,641
12205,624
12251,623
12251,601
12251,585
12251,566
12251,554
12251,547
12251,553
12251,533
12251,570
12299,590
12299,592
12299,594
12299,611
12299,594
12299,608
12300,602
12300,624
12300,608
12342,613
12342,622
12342,654
12342,642
12342,676
12342,675
12342,707
12342,702
12385,689
12386,723
12386,709
12386,768
12386,790
12386,797
12386,814
12386,790
12386,767
12429,768
12430,737
12430,720
12430,718
12430,710
12430,698
12430,687
12430,700
12479,675
12479,688
12479,702
12479,715
12480,713
12480,727
12480,717
12480,701
12480,690
12523,665
12523,656
12523,656
12523,669
12523,678
12523,697
12523,686
12523,656
12524,650
12569,640
12569,629
12569,613
12569,614
12569,599
12569,611
12569,597
12569,588
12569,577
12612,598
12612,625
12612,624
12612,678
12612,685
12612,757
12612,762
12612,752
12661,738
12661,730
12661,738
12661,827
12661,836
12661,815
12661,843
12661,865
12661,846
12661,905
12709,917
12709,961
12709,912
12709,891
12709,889
12709,871
12709,859
12709,848
12709,883
13732,871
13732,866
13732,841
13732,896
13732,912
13732,951
13732,921
13732,899
13732,915
13732,910
13732,901
13732,862
13732,823
13733,794
13733,795
13733,804
13733,811
13733,783
13733,759
13733,784
13733,775
13733,775
13733,755
13733,735
13733,714
13733,722
13733,719
13733,729
13733,714
13733,706
13733,735
13733,751
13733,735
13733,720
13733,711
13733,759
13733,784
13733,806
13733,784
13733,753
13733,722
13733,720
13733,720
13733,715
13733,691
13733,669
13733,673
13733,669
13733,674
13733,656
13733,651
13733,683
13733,673
13733,667
13733,652
13734,630
13734,606
13734,605
13734,592
13734,583
13734,567
13734,562
13734,566
13734,560
13734,545
13734,534
13734,511
13734,501
13734,490
13734,479
13734,477
13734,463
13734,455
13734,445
13734,448
13734,451
13734,448
13735,446
13735,438
13735,434
13735,445
13735,445
13735,435
13735,426
13735,436
13735,485
13735,489
13735,502
13735,496
13736,480
13736,469
13736,459
13736,454
13736,448
13736,443
13736,442
13736,439
13736,444
13736,442
13736,449
13736,470
13737,463
13737,456
13737,449
13737,442
13737,443
13737,438
13737,432
13737,429
13737,421
13737,418
13737,415
13737,415
13737,405
13737,407
13737,411
13737,418
13737,417
13737,430
13737,442
13737,438
13738,437
13738,436
13738,432
13738,429
13738,429
13738,429
13738,419
13738,414
13738,403
13738,402
13738,397
13738,403
13738,403
13738,406
13738,425
13738,432
13738,438
13738,437
13738,431
13738,432
13738,433
13738,442
13738,436
13739,447
13739,448
13739,463
13739,454
13739,448
13739,432
13739,440
13739,450
13739,451
13739,448
13739,442
13739,445
13739,435
13739,453
13739,461
13739,479
13739,464
13739,460
13739,463
13739,467
13739,493
13739,499
13740,497
13740,497
13740,490
13740,495
13740,498
13740,493
13740,487
13740,480
13740,480
13740,476
13740,467
13740,486
13740,494
13740,494
13740,475
13740,465
13740,466
13740,469
13740,464
13741,461
13741,479
13741,482
13741,495
13741,486
13741,486
13741,471
13741,470
13741,473
13741,485
13741,467
13776,537
13776,572
13776,597
13776,622
13776,611
13776,663
13776,665
13776,706
13776,708
13819,682
13819,667
13819,656
13819,642
13819,640
13819,615
13819,603
13819,595
13864,601
13864,592
13864,592
13864,607
13864,596
13864,613
13864,627
13864,623
13864,635
13907,627
13907,609
13907,576
13907,582
13908,573
13908,560
13908,560
13908,609
13953,621
13953,645
13953,657
13953,645
13953,656
13954,646
13954,667
13954,665
13954,651
14002,631
14002,608
14002,587
14002,572
14002,556
14003,535
14003,511
14003,496
14047,484
14047,474
14047,464
14047,451
14047,436
14047,430
14047,420
14048,413
14048,401
14048,398
14095,390
14095,386
14095,385
14095,379
14095,374
14095,374
14095,370
14096,368
14142,368
14143,370
14143,368
14143,368
14143,368
14143,375
14143,380
14143,375
14143,370
14143,373
14201,378
14201,371
14201,378
14201,382
14201,384
14201,378
14201,370
14201,376
14201,369
14248,368
14248,373
14248,377
14248,375
14248,369
14248,368
14248,358
14248,355
14248,367
14248,349
14248,347
14296,341
14296,339
14296,338
14296,338
14296,338
14296,336
14296,336
14296,336
14296,333
14341,332
14341,339
14341,350
14341,342
14341,341
14341,337
14341,336
14341,336
14341,335
14384,339
14384,336
14384,337
14384,336
14384,333
14384,340
14384,339
14384,337
14384,337
14428,346
14428,344
14428,355
14428,345
14428,338
14428,336
14428,335
14428,332
14472,325
14472,331
14472,331
14472,329
14472,329
14472,328
14472,329
14472,335
14472,333
14516,338
14516,338
14516,345
