time,single
3785,4095
3785,4095
3785,4095
3785,4095
3828,4095
3828,4095
3828,4095
3828,4095
3828,4095
3828,4095
3828,4095
3872,4095
3872,4095
3872,4095
3872,4095
3872,4095
3872,4095
3872,4095
3915,4095
3915,4095
3915,4095
3915,4095
3916,4095
3916,4095
3916,4095
3958,4095
3958,4095
3958,4095
3958,4095
3958,4095
3959,4095
3959,4095
4002,4095
4003,4095
4003,4095
4003,4095
4003,4095
4003,4095
4003,4095
4046,4095
4046,4095
4046,4095
4046,4095
4046,4095
4046,4095
4046,4095
4092,4095
4092,4095
4092,4095
4092,4095
4092,4095
4092,4095
4092,4095
4134,4095
4134,4095
4134,4095
4134,4095
4134,4095
4134,4095
4134,4095
4179,4095
4179,4095
4179,4095
4179,4095
4179,4095
4179,4095
4179,4095
4225,4095
4225,4095
4225,4095
4225,4095
4225,4095
4225,4095
4225,4095
4267,4095
4267,4095
4267,4095
4267,4095
4268,4095
4268,4095
4268,4095
4309,4095
4309,4095
4309,4095
4309,4095
4309,4095
4309,4095
4310,4095
4362,4095
4362,4095
4362,4095
4362,4095
4362,4095
4362,4095
4362,4095
4407,4095
4407,4095
4407,4095
4407,4095
4407,4095
4407,4095
4407,4095
4407,4095
4452,4095
4452,4095
4452,4095
4452,4095
4452,4095
4452,4095
4452,4095
4452,4095
4496,4095
4496,4095
4496,4095
4496,4095
4496,4095
4496,4095
4496,4095
4538,4095
4538,4095
4538,4095
4538,4095
4538,4095
4538,4095
4580,4095
4580,4095
4580,4095
4580,4095
4581,4095
4581,4095
4581,4095
4623,4095
4623,4095
4623,4095
4624,4095
4624,4095
4624,4095
4624,4095
4666,4095
4666,4095
4666,4095
4666,4095
4667,4095
4667,4095
4667,4095
4709,4095
4709,4095
4709,4095
4709,4095
4709,4095
4709,4095
4709,4095
4751,4095
4751,4095
4752,4095
4752,4095
4752,4095
4752,4095
4797,4095
4797,4095
4797,4095
4797,4095
4797,4095
4797,4095
4797,4095
4797,4095
4840,4095
4840,4095
4840,4095
4840,4095
4840,4095
4840,4095
4840,4095
4881,4095
4881,4095
4882,4095
4882,4095
4882,4095
4882,4095
4925,4095
4925,4095
4925,4095
4925,4095
4926,4095
4926,4095
4926,4095
4967,4095
4967,4095
4967,4095
4967,4095
4967,4095
4967,4095
4967,4095
5010,4095
5010,4095
5010,4095
5010,4095
5010,4095
5010,4095
5011,4095
5052,4095
5052,4095
5052,4095
5052,4095
5053,4095
5053,4095
5053,4095
5095,4095
5095,4095
5095,4095
5095,4095
5095,4095
5095,4095
5138,4095
5138,4095
5138,4095
5138,4095
5138,4095
5138,4095
5138,4095
5181,4095
5181,4095
5181,4095
5181,4095
5181,4095
5182,4095
5182,4095
5223,4095
5223,4095
5224,4095
5224,4095
5224,4095
5224,4095
5224,4095
5267,4095
5267,4095
5267,4095
5267,4095
5267,4095
5267,4095
5267,4095
5311,4095
5311,4095
5311,4095
5311,4095
5311,4095
5311,4095
5311,4095
5352,4095
5352,4095
5352,4095
5352,4095
5352,4095
5352,4095
5352,4095
5394,4095
5394,4095
5394,4095
5394,4095
5394,4095
5395,4095
5437,4095
5437,4095
5437,4095
5437,4095
5437,4095
5437,4095
5437,4095
5480,4095
5480,4095
5480,4095
5481,4095
5481,4095
5481,4095
5481,4095
5525,4095
5525,4095
5525,4095
5525,4095
5525,4095
5525,4095
5525,4095
5568,4095
5568,4095
5568,4095
5568,4095
5568,4095
5568,4095
5568,4095
5613,4095
5613,4095
5613,4095
5613,4095
5613,4095
5613,4095
5613,4095
5657,4095
5657,4095
5657,4095
5657,4095
5657,4095
5657,4095
5657,4095
5698,4095
5698,4095
5698,4095
5698,4095
5699,4095
5699,4095
5699,4095
5746,4095
5746,4095
5746,4095
5746,4095
5746,4095
5746,4095
5746,4095
5788,4095
5788,4095
5788,4095
5788,4095
5789,4095
5789,4095
5789,4095
5832,4095
5832,4095
5832,4095
5832,4095
5832,4095
5832,4095
5832,4095
5876,4095
5876,4095
5876,4095
5876,4095
5876,4095
5876,4095
5876,4095
5919,4095
5919,4095
5919,4095
5919,4095
5920,4095
5920,4095
5920,4095
5963,4095
5963,4095
5963,4095
5963,4095
5963,4095
5963,4095
5963,4095
6007,4095
6007,4095
6007,4095
6007,4095
6007,4095
6007,4095
6007,4095
6050,4095
6050,4095
6051,4095
6051,4095
6051,4095
6051,4095
6051,4095
6093,4095
6093,4095
6093,4095
6093,4095
6093,4095
6093,4095
6093,4095
6135,4095
6135,4095
6135,4095
6135,4095
6135,4095
6135,4095
